0:0:0:0:0:0:0:1 - - [12/Jun/2022:00:10:54 -0500] "GET /Store/ConfirmarCompra HTTP/1.1" 200 17951
127.0.0.1 - admin [12/Jun/2022:15:00:18 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:00:18 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:00:18 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:00:18 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:00:19 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:00:19 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:00:19 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:04:52 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:52 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:04:52 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:52 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:04:52 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:52 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:04:52 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:04:54 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:04:54 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:54 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:04:55 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:55 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:04:55 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:55 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:04:55 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:04:57 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:04:57 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:04:57 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:06 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:06 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:06 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:06 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:06 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:06 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:06:06 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:06:08 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:06:08 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:08 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:36 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:36 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:36 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:36 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:36 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:36 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:06:36 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:06:38 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:06:38 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:38 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:42 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:42 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:42 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:42 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:06:42 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:42 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:06:42 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:06:44 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:06:44 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:06:44 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:16 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:16 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:16 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:16 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:16 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:16 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:12:16 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:12:18 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:12:18 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:18 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:12:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:12:56 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:12:58 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:12:58 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:12:58 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:37 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:37 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:37 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:37 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:37 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:37 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:14:38 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:14:40 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:14:40 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:40 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:14:56 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:56 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:14:56 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:14:58 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:14:58 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:14:58 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:28 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:28 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:28 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:28 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:28 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:28 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:16:28 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:16:30 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:16:30 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:30 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:16:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:16:41 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:16:42 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:16:42 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:16:42 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:03 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:03 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:03 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:03 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:03 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:03 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:03 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:17:05 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:17:05 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:05 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:07 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:07 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:07 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:07 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:07 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:07 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:07 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:17:10 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:17:10 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:10 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:20 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:20 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [12/Jun/2022:15:17:20 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:20 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:20 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:20 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:20 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:17:22 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:17:22 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:22 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:22 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:22 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:22 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:22 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:22 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:17:24 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:17:24 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:24 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:17:41 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:41 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:17:41 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:17:43 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:17:43 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:17:43 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:01 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:01 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:01 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:01 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:01 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:01 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:18:01 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:18:03 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:18:03 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:03 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:32 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:32 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:32 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:32 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - - [12/Jun/2022:15:18:32 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:32 -0500] "GET /manager/text/ HTTP/1.1" 200 44
127.0.0.1 - admin [12/Jun/2022:15:18:32 -0500] "GET /manager/text/list HTTP/1.1" 200 1348
127.0.0.1 - admin [12/Jun/2022:15:18:34 -0500] "GET /manager/text/reload?path=/Store HTTP/1.1" 200 75
127.0.0.1 - - [12/Jun/2022:15:18:34 -0500] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - admin [12/Jun/2022:15:18:34 -0500] "GET /manager/text/ HTTP/1.1" 200 44
